created_at,id,id_str,text,display_text_range__001,display_text_range__002,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user__id,user__id_str,user__name,user__screen_name,user__location,user__url,user__description,user__translator_type,user__protected,user__verified,user__followers_count,user__friends_count,user__listed_count,user__favourites_count,user__statuses_count,user__created_at,user__utc_offset,user__time_zone,user__geo_enabled,user__lang,user__contributors_enabled,user__is_translator,user__profile_background_color,user__profile_background_image_url,user__profile_background_image_url_https,user__profile_background_tile,user__profile_link_color,user__profile_sidebar_border_color,user__profile_sidebar_fill_color,user__profile_text_color,user__profile_use_background_image,user__profile_image_url,user__profile_image_url_https,user__profile_banner_url,user__default_profile,user__default_profile_image,user__following,user__follow_request_sent,user__notifications,geo,coordinates,place__id,place__url,place__place_type,place__name,place__full_name,place__country_code,place__country,place__bounding_box__type,place__bounding_box__coordinates__001,place__bounding_box__coordinates__002,place,contributors,quoted_status_id,quoted_status_id_str,quoted_status__created_at,quoted_status__id,quoted_status__id_str,quoted_status__text,quoted_status__source,quoted_status__truncated,quoted_status__in_reply_to_status_id,quoted_status__in_reply_to_status_id_str,quoted_status__in_reply_to_user_id,quoted_status__in_reply_to_user_id_str,quoted_status__in_reply_to_screen_name,quoted_status__user__id,quoted_status__user__id_str,quoted_status__user__name,quoted_status__user__screen_name,quoted_status__user__location,quoted_status__user__url,quoted_status__user__description,quoted_status__user__translator_type,quoted_status__user__protected,quoted_status__user__verified,quoted_status__user__followers_count,quoted_status__user__friends_count,quoted_status__user__listed_count,quoted_status__user__favourites_count,quoted_status__user__statuses_count,quoted_status__user__created_at,quoted_status__user__utc_offset,quoted_status__user__time_zone,quoted_status__user__geo_enabled,quoted_status__user__lang,quoted_status__user__contributors_enabled,quoted_status__user__is_translator,quoted_status__user__profile_background_color,quoted_status__user__profile_background_image_url,quoted_status__user__profile_background_image_url_https,quoted_status__user__profile_background_tile,quoted_status__user__profile_link_color,quoted_status__user__profile_sidebar_border_color,quoted_status__user__profile_sidebar_fill_color,quoted_status__user__profile_text_color,quoted_status__user__profile_use_background_image,quoted_status__user__profile_image_url,quoted_status__user__profile_image_url_https,quoted_status__user__profile_banner_url,quoted_status__user__default_profile,quoted_status__user__default_profile_image,quoted_status__user__following,quoted_status__user__follow_request_sent,quoted_status__user__notifications,quoted_status__geo,quoted_status__coordinates,quoted_status__place,quoted_status__contributors,quoted_status__is_quote_status,quoted_status__extended_tweet__full_text,quoted_status__extended_tweet__display_text_range__001,quoted_status__extended_tweet__display_text_range__002,quoted_status__extended_tweet__entities__hashtags__text,quoted_status__extended_tweet__entities__hashtags__indices__001,quoted_status__extended_tweet__entities__hashtags__indices__002,quoted_status__extended_tweet__entities__urls__url,quoted_status__extended_tweet__entities__urls__expanded_url,quoted_status__extended_tweet__entities__urls__display_url,quoted_status__extended_tweet__entities__urls__indices__001,quoted_status__extended_tweet__entities__urls__indices__002,quoted_status__quote_count,quoted_status__reply_count,quoted_status__retweet_count,quoted_status__favorite_count,quoted_status__entities__hashtags__text,quoted_status__entities__hashtags__indices__001,quoted_status__entities__hashtags__indices__002,quoted_status__entities__urls__url,quoted_status__entities__urls__expanded_url,quoted_status__entities__urls__display_url,quoted_status__entities__urls__indices__001,quoted_status__entities__urls__indices__002,quoted_status__favorited,quoted_status__retweeted,quoted_status__possibly_sensitive,quoted_status__filter_level,quoted_status__lang,quoted_status_permalink__url,quoted_status_permalink__expanded,quoted_status_permalink__display,retweeted_status__created_at,retweeted_status__id,retweeted_status__id_str,retweeted_status__text,retweeted_status__display_text_range__001,retweeted_status__display_text_range__002,retweeted_status__source,retweeted_status__truncated,retweeted_status__in_reply_to_status_id,retweeted_status__in_reply_to_status_id_str,retweeted_status__in_reply_to_user_id,retweeted_status__in_reply_to_user_id_str,retweeted_status__in_reply_to_screen_name,retweeted_status__user__id,retweeted_status__user__id_str,retweeted_status__user__name,retweeted_status__user__screen_name,retweeted_status__user__location,retweeted_status__user__url,retweeted_status__user__description,retweeted_status__user__translator_type,retweeted_status__user__protected,retweeted_status__user__verified,retweeted_status__user__followers_count,retweeted_status__user__friends_count,retweeted_status__user__listed_count,retweeted_status__user__favourites_count,retweeted_status__user__statuses_count,retweeted_status__user__created_at,retweeted_status__user__utc_offset,retweeted_status__user__time_zone,retweeted_status__user__geo_enabled,retweeted_status__user__lang,retweeted_status__user__contributors_enabled,retweeted_status__user__is_translator,retweeted_status__user__profile_background_color,retweeted_status__user__profile_background_image_url,retweeted_status__user__profile_background_image_url_https,retweeted_status__user__profile_background_tile,retweeted_status__user__profile_link_color,retweeted_status__user__profile_sidebar_border_color,retweeted_status__user__profile_sidebar_fill_color,retweeted_status__user__profile_text_color,retweeted_status__user__profile_use_background_image,retweeted_status__user__profile_image_url,retweeted_status__user__profile_image_url_https,retweeted_status__user__profile_banner_url,retweeted_status__user__default_profile,retweeted_status__user__default_profile_image,retweeted_status__user__following,retweeted_status__user__follow_request_sent,retweeted_status__user__notifications,retweeted_status__geo,retweeted_status__coordinates,retweeted_status__place,retweeted_status__contributors,retweeted_status__is_quote_status,retweeted_status__extended_tweet__full_text,retweeted_status__extended_tweet__display_text_range__001,retweeted_status__extended_tweet__display_text_range__002,retweeted_status__extended_tweet__entities__hashtags__text,retweeted_status__extended_tweet__entities__hashtags__indices__001,retweeted_status__extended_tweet__entities__hashtags__indices__002,retweeted_status__extended_tweet__entities__urls__url,retweeted_status__extended_tweet__entities__urls__expanded_url,retweeted_status__extended_tweet__entities__urls__display_url,retweeted_status__extended_tweet__entities__urls__indices__001,retweeted_status__extended_tweet__entities__urls__indices__002,retweeted_status__extended_tweet__entities__media__id,retweeted_status__extended_tweet__entities__media__id_str,retweeted_status__extended_tweet__entities__media__indices__001,retweeted_status__extended_tweet__entities__media__indices__002,retweeted_status__extended_tweet__entities__media__media_url,retweeted_status__extended_tweet__entities__media__media_url_https,retweeted_status__extended_tweet__entities__media__url,retweeted_status__extended_tweet__entities__media__display_url,retweeted_status__extended_tweet__entities__media__expanded_url,retweeted_status__extended_tweet__entities__media__type,retweeted_status__extended_tweet__entities__media__sizes__|,retweeted_status__extended_tweet__entities__media__sizes__|__w,retweeted_status__extended_tweet__entities__media__sizes__|__h,retweeted_status__extended_tweet__entities__media__sizes__|__resize,retweeted_status__extended_tweet__extended_entities__media__id,retweeted_status__extended_tweet__extended_entities__media__id_str,retweeted_status__extended_tweet__extended_entities__media__indices__001,retweeted_status__extended_tweet__extended_entities__media__indices__002,retweeted_status__extended_tweet__extended_entities__media__media_url,retweeted_status__extended_tweet__extended_entities__media__media_url_https,retweeted_status__extended_tweet__extended_entities__media__url,retweeted_status__extended_tweet__extended_entities__media__display_url,retweeted_status__extended_tweet__extended_entities__media__expanded_url,retweeted_status__extended_tweet__extended_entities__media__type,retweeted_status__extended_tweet__extended_entities__media__sizes__|,retweeted_status__extended_tweet__extended_entities__media__sizes__|__w,retweeted_status__extended_tweet__extended_entities__media__sizes__|__h,retweeted_status__extended_tweet__extended_entities__media__sizes__|__resize,retweeted_status__quote_count,retweeted_status__reply_count,retweeted_status__retweet_count,retweeted_status__favorite_count,retweeted_status__entities__hashtags__text,retweeted_status__entities__hashtags__indices__001,retweeted_status__entities__hashtags__indices__002,retweeted_status__entities__media__id,retweeted_status__entities__media__id_str,retweeted_status__entities__media__indices__001,retweeted_status__entities__media__indices__002,retweeted_status__entities__media__media_url,retweeted_status__entities__media__media_url_https,retweeted_status__entities__media__url,retweeted_status__entities__media__display_url,retweeted_status__entities__media__expanded_url,retweeted_status__entities__media__type,retweeted_status__entities__media__sizes__|,retweeted_status__entities__media__sizes__|__w,retweeted_status__entities__media__sizes__|__h,retweeted_status__entities__media__sizes__|__resize,retweeted_status__extended_entities__media__id,retweeted_status__extended_entities__media__id_str,retweeted_status__extended_entities__media__indices__001,retweeted_status__extended_entities__media__indices__002,retweeted_status__extended_entities__media__media_url,retweeted_status__extended_entities__media__media_url_https,retweeted_status__extended_entities__media__url,retweeted_status__extended_entities__media__display_url,retweeted_status__extended_entities__media__expanded_url,retweeted_status__extended_entities__media__type,retweeted_status__extended_entities__media__sizes__|,retweeted_status__extended_entities__media__sizes__|__w,retweeted_status__extended_entities__media__sizes__|__h,retweeted_status__extended_entities__media__sizes__|__resize,retweeted_status__entities__urls__url,retweeted_status__entities__urls__expanded_url,retweeted_status__entities__urls__display_url,retweeted_status__entities__urls__indices__001,retweeted_status__entities__urls__indices__002,retweeted_status__favorited,retweeted_status__retweeted,retweeted_status__possibly_sensitive,retweeted_status__filter_level,retweeted_status__lang,is_quote_status,extended_tweet__full_text,extended_tweet__display_text_range__001,extended_tweet__display_text_range__002,extended_tweet__entities__hashtags__text,extended_tweet__entities__hashtags__indices__001,extended_tweet__entities__hashtags__indices__002,extended_tweet__entities__urls__url,extended_tweet__entities__urls__expanded_url,extended_tweet__entities__urls__display_url,extended_tweet__entities__urls__indices__001,extended_tweet__entities__urls__indices__002,extended_tweet__entities__media__id,extended_tweet__entities__media__id_str,extended_tweet__entities__media__indices__001,extended_tweet__entities__media__indices__002,extended_tweet__entities__media__media_url,extended_tweet__entities__media__media_url_https,extended_tweet__entities__media__url,extended_tweet__entities__media__display_url,extended_tweet__entities__media__expanded_url,extended_tweet__entities__media__type,extended_tweet__entities__media__video_info__aspect_ratio__001,extended_tweet__entities__media__video_info__aspect_ratio__002,extended_tweet__entities__media__video_info__variants__bitrate,extended_tweet__entities__media__video_info__variants__content_type,extended_tweet__entities__media__video_info__variants__url,extended_tweet__entities__media__sizes__|,extended_tweet__entities__media__sizes__|__w,extended_tweet__entities__media__sizes__|__h,extended_tweet__entities__media__sizes__|__resize,extended_tweet__extended_entities__media__id,extended_tweet__extended_entities__media__id_str,extended_tweet__extended_entities__media__indices__001,extended_tweet__extended_entities__media__indices__002,extended_tweet__extended_entities__media__media_url,extended_tweet__extended_entities__media__media_url_https,extended_tweet__extended_entities__media__url,extended_tweet__extended_entities__media__display_url,extended_tweet__extended_entities__media__expanded_url,extended_tweet__extended_entities__media__type,extended_tweet__extended_entities__media__video_info__aspect_ratio__001,extended_tweet__extended_entities__media__video_info__aspect_ratio__002,extended_tweet__extended_entities__media__video_info__variants__bitrate,extended_tweet__extended_entities__media__video_info__variants__content_type,extended_tweet__extended_entities__media__video_info__variants__url,extended_tweet__extended_entities__media__sizes__|,extended_tweet__extended_entities__media__sizes__|__w,extended_tweet__extended_entities__media__sizes__|__h,extended_tweet__extended_entities__media__sizes__|__resize,quote_count,reply_count,retweet_count,favorite_count,entities__hashtags__text,entities__hashtags__indices__001,entities__hashtags__indices__002,entities__urls__url,entities__urls__expanded_url,entities__urls__display_url,entities__urls__indices__001,entities__urls__indices__002,entities__media__id,entities__media__id_str,entities__media__indices__001,entities__media__indices__002,entities__media__media_url,entities__media__media_url_https,entities__media__url,entities__media__display_url,entities__media__expanded_url,entities__media__type,entities__media__sizes__|,entities__media__sizes__|__w,entities__media__sizes__|__h,entities__media__sizes__|__resize,entities__media__source_status_id,entities__media__source_status_id_str,entities__media__source_user_id,entities__media__source_user_id_str,extended_entities__media__id,extended_entities__media__id_str,extended_entities__media__indices__001,extended_entities__media__indices__002,extended_entities__media__media_url,extended_entities__media__media_url_https,extended_entities__media__url,extended_entities__media__display_url,extended_entities__media__expanded_url,extended_entities__media__type,extended_entities__media__sizes__|,extended_entities__media__sizes__|__w,extended_entities__media__sizes__|__h,extended_entities__media__sizes__|__resize,extended_entities__media__source_status_id,extended_entities__media__source_status_id_str,extended_entities__media__source_user_id,extended_entities__media__source_user_id_str,entities__user_mentions__screen_name,entities__user_mentions__name,entities__user_mentions__id,entities__user_mentions__id_str,entities__user_mentions__indices__001,entities__user_mentions__indices__002,favorited,retweeted,possibly_sensitive,filter_level,lang,timestamp_ms
Sun Jun 17 12:04:43 +0000 2018,1.00831952554727E+018,1.00831952554727E+018,Very very Berry -Tukitenshin- on #Apple music(JP) https://t.co/T45yIDenPM (JP LargestClassSite 2013/3 #1) 2013/3 https://t.co/ft94atu5fl,,,"<a href=""http://marsproject.dip.jp/"" rel=""nofollow"">bb_ma</a>",False,null,null,null,null,null,392599269,392599269,Label MARS PROJECT,Labelmars,JAPAN,http://marsproject.dip.jp,Independent Music Label & Office -MARS PROJECT.  Establishment 1995 Since 1992. http://marsproject.info/,none,False,False,64805,63967,337,499,2198865,Mon Oct 17 09:02:17 +0000 2011,null,null,False,ja,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,0084B4,FFFFFF,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/451269325656035329/-j-YaHfe_normal.png,https://pbs.twimg.com/profile_images/451269325656035329/-j-YaHfe_normal.png,https://pbs.twimg.com/profile_banners/392599269/1396489727,False,False,null,null,null,null,null,,,,,,,,,,,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,Apple,33,39,https://t.co/T45yIDenPM,https://itunes.apple.com/jp/album/yue-tian-xin-tukitenshin/id599260258?i=599260585,itunes.apple.com/jp/album/yue-t…,50,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,low,en,1529237083218
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://t.co/ft94atu5fl,http://marsproject.dip.jp/news/2013_3_25_dl_rank.jpg,marsproject.dip.jp/news/2013_3_25…,113,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Jun 17 12:04:45 +0000 2018,1.00831953458174E+018,1.00831953458174E+018,iPhoneのアプリって場所変えられるの！？\n知らなかった・・だって誰も教えてくれないんだもん・・\nそれならこの動画でひとりで勉強しましょう！\n\nhttps://t.co/8JWLldeNHg \n\n #iPhone #Apple #スマホ　#使い方　#アイフォン　#アプリ,,,"<a href=""http://makebot.sh/"" rel=""nofollow"">katteni.Lab</a>",False,null,null,null,null,null,3096545995,3096545995,勝手にスマホの使い方教室,katteni_Lab,関東,null,スマホの使い方を紹介するアカウントです。今は特にiPhoneの使い方を紹介していますが、随時追加していきますのでフォローをお願いします。スマホの使い方やスマホの料金の見直しにも個別にサポートします（有料）のでお気軽にメール下さい。katteni.sensei.lab@gmail.com,none,False,False,241,824,42,3,25928,Wed Mar 18 16:11:15 +0000 2015,null,null,False,ja,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,1DA1F2,C0DEED,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/765921853848236032/J5pwkpBt_normal.jpg,https://pbs.twimg.com/profile_images/765921853848236032/J5pwkpBt_normal.jpg,,True,False,null,null,null,null,null,,,,,,,,,,,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,iPhone,100,107,https://t.co/8JWLldeNHg,https://youtu.be/m1yhD1oyn_4,youtu.be/m1yhD1oyn_4,73,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,low,ja,1529237085372
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Apple,108,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,スマホ,115,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,使い方,120,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アイフォン,125,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,アプリ,132,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Jun 17 12:04:52 +0000 2018,1.00831956337138E+018,1.00831956337138E+018,MASAKI YODA -Think Your Heart- on #Apple music https://t.co/vQHa1k0rbP #music #listen #Japan #information,,,"<a href=""http://marsproject.dip.jp/"" rel=""nofollow"">bb_ma</a>",False,null,null,null,null,null,392599269,392599269,Label MARS PROJECT,Labelmars,JAPAN,http://marsproject.dip.jp,Independent Music Label & Office -MARS PROJECT.  Establishment 1995 Since 1992. http://marsproject.info/,none,False,False,64805,63967,337,499,2198866,Mon Oct 17 09:02:17 +0000 2011,null,null,False,ja,False,False,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,0084B4,FFFFFF,DDEEF6,333333,True,http://pbs.twimg.com/profile_images/451269325656035329/-j-YaHfe_normal.png,https://pbs.twimg.com/profile_images/451269325656035329/-j-YaHfe_normal.png,https://pbs.twimg.com/profile_banners/392599269/1396489727,False,False,null,null,null,null,null,,,,,,,,,,,null,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,Apple,34,40,https://t.co/vQHa1k0rbP,https://itunes.apple.com/jp/album/think-your-heart/id1146960698?i=1146961045,itunes.apple.com/jp/album/think…,47,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,low,en,1529237092236
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,music,71,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
